date,heure,salle,adresse,ville,prix,billets_url,note_fr,note_en,affiche,cache
2026-09-26,21 h 00,Le BAM Pub Culturel,"71 Montée Gagnon, Bois-des-Filion","Bois-des-Filion, QC",25 $,,Tables pour souper ou admission générale à 20 h 50,Dinner tables or general admission at 8:50 PM,,
